Zip,School,Rating
23503,Northside Middle School,5
23503,Ocean View Elementary School,3
23503,Oceanair Elementary School,3
23503,Willoughby Elementary School,4
23503,Ocean View Christian Academy,5
23503,St. John Lutheran School,5
23323,Camelot Elementary School,2
23323,Deep Creek Elementary School,4
23323,Deep Creek Middle School,4
23323,G.A. Treakle Elementary School,4
23323,Hugo A. Owens Middle School,7
23323,Deep Creek High School,4
23323,Deep Creek Central Elementary School,6
23323,Grassfield Elementary School,8
23323,Grassfield High School,9
23323,Faith Diamond Christian Academy,4
23323,Chesapeake Montessori School,4
23321,Jolliff Middle School,7
23321,Edwin W. Chittum Elementary School,6
23321,Southwestern Elementary School,2
23321,Western Branch Intermediate School,4
23321,Western Branch High School,7
23321,Western Branch Middle School,6
23321,Western Branch Primary School,4
23321,StoneBridge School,5
23505,Camp Allen Elementary School,5
23505,Crossroads School,5
23505,Granby Elementary School,4
23505,Granby High School,3
23505,Sewells Point Elementary School,8
23505,Suburban Park Elementary School,5
23505,Trinity Lutheran Church School,5
23505,Norfolk Christian Schools,4
23505,Norfolk Collegiate School,4
23518,Azalea Middle School,4
23518,Larrymore Elementary School,8
23518,Little Creek Elementary School,3
23518,Tarrallton Elementary School,7
23518,St Pius X School,5
23518,Mclea School,5
23518,Ryan Academy of Norfolk,4
23518,Calvary Christian School,3
23606,Hidenwood Elementary School,2
23606,Richard T. Yates Elementary School,3
23606,Riverside Elementary School,4
23606,Ethel M. Gildersleeve Middle School,3
23606,Hampton Roads International Montessori School,4
23453,Christopher Farms Elementary School,7
23453,Princess Anne Middle School,8
23453,Courthouse Montessori School,5
23453,Courthouse Academy,4
23453,Tidewater Classical Academy,5
23453,Green Run Collegiate,8
23513,Coleman Place Elementary School,1
23513,Norview Elementary School,3
23513,Norview High School,3
23513,Norview Middle School,6
23513,Sherwood Forest Elementary School,3
23513,Tanners Creek Elementary School,3
23513,Lighthouse Christian Academy,4
23513,Greenhill Farms Christian Academy,5
23601,Homer L. Hines Middle School,2
23601,Hilton Elementary School,8
23601,Joseph H. Saunders Elementary School,2
23601,Warwick High School,5
23601,Deer Park Elementary School,10
23601,Our Lady of Mount Carmel,4
23601,St Andrews Episcopal School,5
23601,Resurrection Lutheran School & Child Care,4
23601,Peninsula Catholic High School,4
23601,Summit Christian Academy - Grammar School,5
23435,Northern Shores Elementary School,6
23435,Driver Elementary School,6
23435,Florence Bowser Elementary School,4
23435,John Yeates Middle School,6
23435,Nansemond River High School,6
23435,Creekside Elementary School,5
23703,Churchland High School,5
23703,Churchland Elementary School,4
23703,Churchland Middle School,3
23703,Churchland Primary & Intermediate School,4
23703,Churchland Academy Elementary,6
23703,Christopher Academy,4
23703,Toras Chaim,5
23703,Sweethaven Christian Academy,5
23701,Douglass Park Elementary School,2
23701,Hodges Manor Elementary School,3
23701,Lakeview Elementary School,4
23701,Woodrow Wilson High School,3
23701,Simonsdale Elementary School,4
23701,Wm. E. Waters Middle School,2
23701,Portsmouth Catholic Regional School,4
23701,Alliance Christian Schools,4
23701,Central Christian Academy,4
23701,Joyous Sound Education & Enrichment Center,3
23701,Victory Elementary School,4
23607,B.T. Washington Middle School,6
23607,Huntington Middle School,1
23607,Magruder Elementary School,4
23607,Newsome Park Elementary School,2
23607,Trinity Lutheran School,4
23607,Achievable Dream Academy,6
23607,East End Academy,3
23324,George W. Carver Intermediate School,3
23324,Thurgood Marshall Elementary School,3
23324,Portlock Primary School,4
23324,Rena B. Wright Primary School,4
23324,Oscar Smith Middle School,4
23324,Truitt Intermediate School,2
23324,Cathedral Of Faith Christian School,5
23693,Mount Vernon Elementary School,10
23693,Tabb Elementary School,10
23693,Tabb High School,8
23693,Tabb Middle School,9
23693,Coventry Elementary School,8
23693,Living Word Academy,5
23693,Summit Christian Academy - Upper School,5
23704,I.C. Norcom High School,3
23704,Park View Elementary School,3
23704,Court Street Academy,4
23704,Brighton Elementary School,2
23061,Botetourt Elementary School,6
23061,Gloucester High School,5
23061,Bethel Elementary School,7
23061,Petsworth Elementary School,7
23061,Peasley Middle School,6
23061,Ware Academy,5
23502,Fairlawn Elementary School,3
23502,Ingleside Elementary School,5
23502,Lake Taylor High School,3
23502,Lake Taylor Middle School,4
23502,Poplar Halls Elementary School,2
23502,Norfolk Academy,4
23504,B. T. Washington High School,3
23504,Richard Bowling Elementary School,1
23504,Campostella Elementary School,1
23504,Chesterfield Academy Elementary,1
23504,Jacox Elementary School,1
23504,Lindenwood Elementary School,1
23504,Ruffner Middle School,4
23504,Tidewater Park Elementary School,2
23504,Faith Academy School Of Excellence,5
23504,Mcdonald Montessori,5
23692,Grafton High School,8
23692,Grafton Middle School,8
23692,Dare Elementary School,7
23692,Grafton Bethel Elementary School,8
23692,York High School,7
23692,Yorktown Elementary School,5
23692,Yorktown Middle School,6
23692,York River Academy,5
23508,Larchmont Elementary School,7
23508,James Monroe Elementary School,1
23508,St Patrick Catholic School,4
23325,Georgetown Primary School,4
23325,Indian River High School,5
23325,Indian River Middle School,6
23325,Norfolk Highlands Primary School,4
23325,Sparrow Road Intermediate School,3
23325,Cornerstone Christian School,4
23325,Providence Christian School,3
23430,Hardy Elementary School,3
23430,Smithfield Middle School,5
23430,Smithfield High School,5
23430,James River Christian Academy,5
23430,Westside Elementary School,3
23430,Calvary Christian Academy,5
23605,Carver Elementary School,1
23605,Sedgefield Elementary School,1
23605,Crittenden Middle School,3
23605,Heritage High School,3
23605,Parkview Christian Academy Day,4
23605,Achievable Dream Middle/High School,6
23707,John Tyler Elementary School,2
23707,Westhaven Elementary School,1
23661,A.W.E. Bassette Elementary School,2
23661,Armstrong Elementary School,8
23661,C. Alton Lindsay Middle School,5
23661,Hunter B. Andrews,5
23663,Jane H. Bryan Elementary School,4
23663,John B. Cary Elementary School,4
23663,Phoebus High School,3
23663,Francis W. Jones Magnet Middle School,9
23663,St Mary Star Of The Sea School,4
23663,Victory Baptist School,1
23509,Willard Model Elementary School,5
23509,Christ The King Catholic School,4
23509,The Academy for Discovery at Lakewood,6
23072,Abingdon Elementary School,6
23072,Achilles Elementary School,6
23702,Cradock Middle School,2
23702,James Hurst Elementary School,4
23702,Portsmouth Christian School,4
23662,Poquoson Elementary School,8
23662,Poquoson High School,7
23662,Poquoson Middle School,6
23662,Poquoson Primary School,5
23664,Francis Asbury Elementary School,4
27958,Moyock Elementary,7
27958,Moyock Middle,7
23314,Carrollton Elementary School,4
23507,W.H. Taylor Elementary School,3
23507,The Williams School,4
23507,Ghent Montessori School,4
23507,West Ghent School,4
23507,Yeshiva Aish Kodosh Talmudical Academy,5
23168,Toano Middle School,5
23523,St. Helena Elementary School,3
20002,Miner Elementary School,3
20002,Maury Elementary School,9
20002,Ludlow-Taylor Elementary School,8
20002,J.O. Wilson Elementary School,5
20002,Wheatley Education Campus,3
20002,Spingarn Senior High School,3
20002,Eliot-Hine Middle School,3
20002,Stuart-Hobson Middle School,6
20002,Model Secondary School for The Deaf,5
20002,Academy for Ideal Education - T Street,4
20002,Options PCS,2
20002,Washington Math Science and Technology PCS,6
20002,Prospect Learning Center,4
20002,Center City PCS - Trinidad,4
20002,Spingarn STAY,3
20002,Browne Education Campus,4
20002,Kendall Demonstration Elementary School,3
20002,McKinley Technology High School,10
20002,"Phelps Architecture, Construction, and Engineering High School",7
20002,KIPP DC PCS: College Preparatory,8
20002,Friendship Blow-Pierce Elementary & Middle PCS,4
20002,Inspired Teaching Demonstration PCS,8
20002,Capitol Hill Montessori @ Logan,8
20002,Langley Elementary School,2
20002,Mundo Verde Bilingual PCS,7
20002,Harmony DC Public Charter Schools,3
20002,KIPP DC Spring Academy - PCS,7
20009,Ross Elementary School,10
20009,Marie Reed Elementary School,8
20009,H.D. Cooke Elementary School,6
20009,Garrison Elementary School,3
20009,St. Augustine School,4
20009,Emerson Preparatory School,5
20009,Booker T. Washington PCS,4
20009,Meridian PCS,5
20009,The Next Step/El Proximo Paso PCS,5
20009,Carlos Rosario International PCS,5
20009,DC Bilingual PCS,7
20009,LAYC Career Academy PCS,5
20009,District of Columbia International School,8
20906,Argyle Middle School,5
20906,Bel Pre Elementary School,4
20906,Georgian Forest Elementary School,4
20906,Harmony Hills Elementary School,4
20906,Strathmore Elementary School,5
20906,Viers Mill Elementary School,6
20906,Wheaton High School,4
20906,Barrie School,4
20906,Winchester School,4
20906,A. Mario Loiederman Middle School,4
20906,Sargent Shriver Elementary School,4
20011,Roosevelt High School @ MacFarland,4
20011,Center City PCS - Petworth,6
20011,Lasalle Backus Education Campus,5
20011,Whittier Education Campus,7
20011,West Education Campus,8
20011,Center City PCS - Brightwood,7
20011,Truesdell Education Campus,7
20011,Coolidge High School,4
20011,Brightwood Education Campus,6
20011,Barnard Elementary School,7
20011,Powell Elementary School,6
20011,MacFarland Middle School,4
20011,Capital City PCS - Lower School,6
20011,Kingsbury Day School,4
20011,Roots Activity Learning Center,5
20011,Bridges Early Childhood Academy,4
20011,Parkmont School,4
20011,Ideal Academy PCS,3
20011,Roots PCS,4
20011,Paul PCS,4
20011,Roosevelt STAY High School @ MacFarland,5
20011,Washington Latin PCS - Upper School,10
20011,Latin American Montessori Bilingual (LAMB) - Missouri Ave,8
20011,Jewish Primary Day School of the Nation's Capital,5
20011,Bridges PCS,6
20011,Community Academy Public Charter School (CAPCS) - Addison & Helen Rand Campus,3
20011,Capital City PCS - High School,5
20011,Community Academy PCS - Amos I,5
20011,Friendship Public Charter School Online,5
20011,Hope Community PCS - Lamond,6
20011,Washington Latin PCS - Middle School,8
20011,"E.L. Haynes PCS - Kansas Avenue (PK-3, High School)",7
20011,Creative Minds International PCS,7
20011,Capital City PCS - Middle School,6
20011,Sela Public Charter School,5
20011,Christian Family Montessori School,5
22191,Belmont Elementary School,5
22191,Elizabeth Vaughan Elementary School,2
22191,Featherstone Elementary School,2
22191,Fred M. Lynn Middle School,2
22191,Marumsco Hills Elementary School,3
22191,Potomac View Elementary School,4
22191,R. Dean Kilby Elementary School,2
22191,Rippon Middle School,5
22191,Woodbridge Middle School,5
22191,Leesylvania Elementary School,4
22191,River Oaks Elementary School,5
22191,St. Thomas Aquinas Regional School,4
22191,Cardinal Montessori School,5
22191,Freedom High School,3
22191,Mary G. Porter Traditional,10
20019,Sousa Middle School,3
20019,River Terrace Elementary School,4
20019,Thomas Elementary School,3
20019,H.D. Woodson High School,4
20019,Cesar Chavez PCS for Public Policy- Parkside MiddleSchool,3
20019,Smothers Elementary School,2
20019,KIPP DC KEY Academy - PCS,7
20019,Drew Elementary School,2
20019,Davis Elementary School,2
20019,Burrville Elementary School,4
20019,Beers Elementary School,5
20019,Aiton Elementary School,4
20019,Plummer Elementary School,4
20019,DC Prep -- Benning Elementary Campus,8
20019,Nalle Elementary School,5
20019,Kimball Elementary School,4
20019,Kenilworth Elementary School,3
20019,Houston Elementary School,3
20019,C.W. Harris Elementary School,2
20019,KIPP DC - Promise Academy PCS,9
20019,Nannie Helen Burroughs School,5
20019,"Cornerstone Schools of Washington, D.C.",4
20019,IDEA - Integrated Design & Electronic Academy PCS,4
20019,SEED PCS,4
20019,Maya Angelou PCS - Evans Middle,3
20019,Monroe School,1
20019,Kelly Miller Middle School,4
20019,DC Prep - Benning Middle Campus,5
20019,Friendship Collegiate Academy PCS,7
20019,Maya Angelou PCS - Evans High School,4
20019,DC Scholars PCS,5
20019,Cesar Chavez PCS for Public Policy - Parkside High School,4
22193,C.D. Hylton High School,6
22193,Stuart M. Beville Middle School,3
22193,Bel Air Elementary School,5
22193,Dale City Elementary School,3
22193,Enterprise Elementary School,3
22193,Kerrydale Elementary School,3
22193,Mills E. Godwin Middle School,4
22193,Minnieville Elementary School,6
22193,Neabsco Elementary School,2
22193,Sonnie Penn Elementary School,5
22193,Herbert J. Saunders Middle School,5
22193,Martin Luther King Jr. Elementary School,5
22193,Sharon C. Mcauliffe Elementary School,4
22193,Dale City Christian Church Cdc & Academy,5
22193,Holy Family Catholic School,4
22193,Evangel Christian School,4
22193,Heritage Christian School,5
22193,Forest Park High School,6
22193,Rosa Parks Elementary School,6
22193,Fannie W. Fitzgerald Elementary School,4
20878,Thurgood Marshall Elementary School,6
20878,Jones Lane Elementary School,6
20878,Brown Station Elementary School,5
20878,Darnestown Elementary School,8
20878,Diamond Elementary School,9
20878,Dufief Elementary School,8
20878,Fields Road Elementary School,7
20878,Ridgeview Middle School,7
20878,Travilah Elementary School,9
20878,Quince Orchard High School,8
20878,Stone Mill Elementary School,9
20878,Rachel Carson Elementary School,8
20878,Thomas Jefferson Preparatory School,3
20878,Lakelands Park Middle School,8
20001,Shaw Middle School @ Garnet-Patterson,4
20001,Seaton Elementary School,7
20001,Center City PCS - Shaw,8
20001,Walker-Jones Education Campus,4
20001,Dunbar High School,3
20001,Cardozo Education Campus,3
20001,Community Academy PCS - Amos III,1
20001,Cleveland Elementary School,5
20001,Benjamin Banneker High School,10
20001,Gonzaga College High School,5
20001,National Children's Center - NW Campus Ages 6-22,5
20001,Washington International School - Primary School Campus,3
20001,Hospitality Senior High PCS,3
20001,Community Academy PCS - Butler Bilingual,4
20001,KIPP DC  WILL Academy - PCS,5
20001,Ingenuity Prep,7
